,m_paid,m_free,m_total,m_foreigner,zb_paid,zb_adult,zb_teen,zb_child,zb_foreigner,zb_group,zb_free,zb_total,tp_paid,tp_adult,tp_teen,tp_child,tp_foreigner,tp_group,tp_free,tp_total,date_fri,date_thur,date_wed,date_mon,date_sun,date_sat,date_tue,fall,spring,summer,winter,break_summer,break_winter,when,temp,rain,wind,humid,cloud,강수 계속시간(hr),10분 최다 강수량(mm),1시간 최다강수량(mm),일강수량(mm),cloud_w,temp_w,humid_w,wind_w
108,3322,2540,5862,64,2884,2486,15,383,62,409,1961,4845,111,105,2,4,2,251,497,608,0,0,0,1,0,0,0,0,1,0,0,0,0,2016-04-18,11.2,1.5,3.1,65.4,5.5,2.13,0.5,1.5,1.5,2,4,5,2
109,8972,3079,12051,26,8557,2492,5064,1001,19,6553,2349,10906,315,229,0,86,7,373,724,1039,0,0,0,0,0,0,1,0,1,0,0,0,0,2016-04-19,12.0,0.0,2.2,55.1,2.5,0.0,0.0,0.0,0.0,1,4,4,1
110,2562,3931,6493,76,2307,1730,10,567,75,1316,2971,5278,160,160,0,0,1,538,904,1064,0,0,1,0,0,0,0,0,1,0,0,0,0,2016-04-20,14.3,0.5,2.1,54.0,8.9,7.2,0.1,0.3,0.5,3,4,4,1
111,2245,1244,3489,19,2084,873,57,1154,17,1440,1081,3165,94,93,0,1,2,42,132,226,0,1,0,0,0,0,0,0,1,0,0,0,0,2016-04-21,13.5,17.0,2.8,87.6,9.4,11.83,1.0,4.0,17.0,4,4,5,1
112,4562,5232,9794,23,3915,2648,206,1061,23,2925,3719,7634,422,323,2,97,0,1166,1491,1913,1,0,0,0,0,0,0,0,1,0,0,0,0,2016-04-22,13.5,0.0,2.6,83.4,7.6,0.5,0.0,0.0,0.0,3,4,5,1
113,10921,3440,14361,220,10005,8561,151,1293,203,956,3089,13094,407,313,4,90,17,40,338,745,0,0,0,0,0,1,0,0,1,0,0,0,0,2016-04-23,13.5,0.0,2.1,52.1,6.3,0.0,0.0,0.0,0.0,3,4,4,1
114,15883,3759,19642,516,14876,12712,214,1950,492,748,3423,18299,641,569,3,69,24,0,277,918,0,0,0,0,1,0,0,0,1,0,0,0,0,2016-04-24,15.5,0.0,1.9,39.6,2.3,0.0,0.0,0.0,0.0,1,4,2,1
115,16616,3363,19979,75,16290,2419,10241,3630,72,14693,2745,19035,171,145,7,19,3,380,571,742,0,0,0,1,0,0,0,0,1,0,0,0,0,2016-04-25,17.2,0.0,1.7,34.8,0.8,0.0,0.0,0.0,0.0,1,5,2,1
116,6999,4100,11099,61,6479,2549,2216,1714,61,4966,2961,9440,392,256,1,135,0,866,1122,1514,0,0,0,0,0,0,1,0,1,0,0,0,0,2016-04-26,21.1,0.0,2.0,34.8,5.9,0.0,0.0,0.0,0.0,2,5,2,1
117,5318,4017,9335,56,4673,3280,259,1134,56,4000,3144,7817,272,171,2,99,0,548,840,1112,0,0,1,0,0,0,0,0,1,0,0,0,0,2016-04-27,17.2,0.0,3.6,32.0,9.6,0.0,0.0,0.0,0.0,4,5,2,2
118,4498,6653,11151,67,3962,2473,419,1070,67,4389,4954,8916,399,348,2,49,0,987,1662,2061,0,1,0,0,0,0,0,0,1,0,0,0,0,2016-04-28,17.2,0.0,2.0,34.4,6.4,0.0,0.0,0.0,0.0,3,5,2,1
119,10245,4839,15084,53,8863,3889,3718,1256,42,6420,3401,12264,502,431,6,65,11,853,1394,1896,1,0,0,0,0,0,0,0,1,0,0,0,0,2016-04-29,16.2,0.3,2.5,47.6,2.5,0.23,0.3,0.3,0.3,1,5,3,1
120,16831,4905,21736,343,15422,13032,427,1963,319,1553,4468,19890,734,643,4,87,24,32,396,1130,0,0,0,0,0,1,0,0,1,0,0,0,0,2016-04-30,15.9,0.0,2.8,45.3,5.4,0.0,0.0,0.0,0.0,2,4,3,1
121,25630,5660,31290,399,23675,20231,539,2905,396,367,5219,28894,1955,1755,31,169,3,0,441,2396,0,0,0,0,1,0,0,0,1,0,0,0,0,2016-05-01,18.8,0.0,2.2,40.5,5.6,0.0,0.0,0.0,0.0,2,5,2,1
122,6307,1449,7756,50,5998,2428,55,3515,42,3416,1190,7188,309,284,2,23,8,210,259,568,0,0,0,1,0,0,0,0,1,0,0,0,0,2016-05-02,21.1,16.5,2.2,64.5,7.0,7.08,2.5,7.0,16.5,3,5,5,1
123,400,354,754,2,397,73,321,3,2,315,338,735,3,3,0,0,0,0,16,19,0,0,0,0,0,0,1,0,1,0,0,0,0,2016-05-03,12.9,27.0,4.9,86.1,10.0,20.72,3.0,6.0,27.0,4,4,5,4
124,7703,3312,11015,139,7192,2461,4349,382,127,5193,2590,9782,511,188,310,13,12,749,722,1233,0,0,1,0,0,0,0,0,1,0,0,0,0,2016-05-04,15.7,0.0,5.1,46.6,1.6,0.0,0.0,0.0,0.0,1,4,3,4
125,40219,18469,58688,476,37119,35491,1628,0,433,35,17113,54232,3100,3020,80,0,43,0,1356,4456,0,1,0,0,0,0,0,0,1,0,0,0,0,2016-05-05,18.9,7.5,1.7,50.8,4.5,3.33,2.5,6.0,7.5,2,5,3,1
126,6211,1951,8162,61,6062,4641,414,1007,60,0,1881,7943,149,123,2,24,1,0,70,219,1,0,0,0,0,0,0,0,1,0,0,0,0,2016-05-06,16.3,9.5,2.0,89.3,9.3,10.87,2.0,5.0,9.5,4,5,5,1
127,20749,5863,26612,303,19457,15731,1022,2704,266,221,5326,24783,1292,1092,61,139,37,0,537,1829,0,0,0,0,0,1,0,0,1,0,0,0,0,2016-05-07,16.5,0.0,2.6,60.3,2.0,0.0,0.0,0.0,0.0,1,5,5,1
128,15538,4181,19719,409,14409,12307,551,1551,389,97,3818,18227,1129,1008,20,101,20,0,363,1492,0,0,0,0,1,0,0,0,1,0,0,0,0,2016-05-08,19.4,0.0,2.1,44.8,5.4,0.0,0.0,0.0,0.0,2,5,3,1
129,4644,2239,6883,24,4457,2234,1814,409,24,1979,1608,6065,187,169,9,9,0,317,631,818,0,0,0,1,0,0,0,0,1,0,0,0,0,2016-05-09,20.2,0.0,2.0,43.0,8.3,0.28,0.0,0.0,0.0,3,5,3,1
130,1456,802,2258,3,1374,321,709,344,3,1293,761,2135,82,9,72,1,0,72,41,123,0,0,0,0,0,0,1,0,1,0,0,0,0,2016-05-10,14.5,13.5,2.3,82.4,9.1,12.5,0.5,2.5,13.5,4,4,5,1
131,3842,3970,7812,61,3524,2337,813,374,57,1894,2665,6189,318,317,0,1,4,753,1305,1623,0,0,1,0,0,0,0,0,1,0,0,0,0,2016-05-11,16.4,0.0,2.0,60.9,2.0,0.0,0.0,0.0,0.0,1,5,5,1
132,11455,5560,17015,91,10762,4678,3624,2460,77,9874,3523,14285,693,496,27,170,14,1316,2037,2730,0,1,0,0,0,0,0,0,1,0,0,0,0,2016-05-12,17.8,0.0,2.7,62.4,3.3,0.0,0.0,0.0,0.0,2,5,5,1
133,11619,5917,17536,87,9968,3172,5774,1022,84,8046,3891,13859,1651,698,791,162,3,1970,2026,3677,1,0,0,0,0,0,0,0,1,0,0,0,0,2016-05-13,18.6,0.5,2.1,57.0,3.6,3.08,0.5,0.5,0.5,2,5,4,1
134,27074,6805,33879,262,24569,20867,691,3011,216,375,6059,30628,2505,2239,52,214,46,40,746,3251,0,0,0,0,0,1,0,0,1,0,0,0,0,2016-05-14,20.2,0.0,2.3,47.1,5.5,0.0,0.0,0.0,0.0,2,5,3,1
135,10528,3957,14485,212,9428,7825,352,1251,206,231,3460,12888,1100,1001,12,87,6,0,497,1597,0,0,0,0,1,0,0,0,1,0,0,0,0,2016-05-15,17.4,45.0,2.7,73.9,9.0,10.17,3.5,12.0,45.0,4,5,5,1
136,2821,2601,5422,72,2347,1990,26,331,61,358,1397,3744,474,461,4,9,11,668,1204,1678,0,0,0,1,0,0,0,0,1,0,0,0,0,2016-05-16,15.9,2.5,3.2,57.0,3.0,2.33,0.5,1.5,2.5,2,4,4,2
137,4086,4337,8423,120,3283,2680,22,581,109,1578,2793,6076,803,712,1,90,11,621,1544,2347,0,0,0,0,0,0,1,0,1,0,0,0,0,2016-05-17,19.3,0.0,1.9,48.8,0.0,0.0,0.0,0.0,0.0,1,5,3,1
138,3373,4194,7567,68,2769,2089,109,571,57,1981,3087,5856,604,540,10,54,11,362,1107,1711,0,0,1,0,0,0,0,0,1,0,0,0,0,2016-05-18,22.3,0.0,1.9,40.3,0.5,0.0,0.0,0.0,0.0,1,6,2,1
139,5075,4992,10067,30,4064,1863,1771,430,25,3454,2876,6940,1011,634,292,85,5,1572,2116,3127,0,1,0,0,0,0,0,0,1,0,0,0,0,2016-05-19,24.3,0.0,1.6,36.4,0.0,0.0,0.0,0.0,0.0,1,6,2,1
140,17709,6267,23976,103,16801,2105,13052,1644,75,15927,3193,19994,908,804,95,9,28,1489,3074,3982,1,0,0,0,0,0,0,0,1,0,0,0,0,2016-05-20,24.0,0.0,1.8,32.0,0.6,0.0,0.0,0.0,0.0,1,6,2,1
141,18569,5556,24125,312,14711,12341,469,1901,196,4496,4315,19026,3858,3210,44,604,116,1099,1241,5099,0,0,0,0,0,1,0,0,1,0,0,0,0,2016-05-21,24.1,0.0,2.0,23.8,2.6,0.0,0.0,0.0,0.0,1,6,1,1
142,14802,4381,19183,390,11057,9581,352,1124,259,196,2875,13932,3745,3409,84,252,131,112,1506,5251,0,0,0,0,1,0,0,0,1,0,0,0,0,2016-05-22,24.7,0.0,1.9,35.0,2.8,0.0,0.0,0.0,0.0,1,6,2,1
143,3040,2767,5807,36,2124,1863,187,74,33,644,1638,3762,916,901,6,9,3,180,1129,2045,0,0,0,1,0,0,0,0,1,0,0,0,0,2016-05-23,23.3,0.0,2.1,43.0,7.5,0.0,0.0,0.0,0.0,3,6,3,1
144,3466,1377,4843,63,3164,446,2630,88,51,2863,783,3947,302,298,1,3,12,121,594,896,0,0,0,0,0,0,1,0,1,0,0,0,0,2016-05-24,16.8,38.5,2.6,82.6,7.0,11.17,2.5,7.5,38.5,3,5,5,1
145,3711,4801,8512,92,2272,1784,159,329,69,1611,2762,5034,1439,1285,51,103,23,880,2039,3478,0,0,1,0,0,0,0,0,1,0,0,0,0,2016-05-25,19.7,0.0,2.7,67.9,6.9,0.0,0.0,0.0,0.0,3,5,5,1
146,5834,5175,11009,69,3572,1363,2098,111,25,3197,2570,6142,2262,1257,1001,4,44,2023,2605,4867,0,1,0,0,0,0,0,0,1,0,0,0,0,2016-05-26,19.4,0.0,1.8,72.0,8.1,1.25,0.0,0.0,0.0,3,5,5,1
147,8394,4980,13374,145,5967,2683,2946,338,131,4779,2685,8652,2427,2236,152,39,14,775,2295,4722,1,0,0,0,0,0,0,0,1,0,0,0,0,2016-05-27,20.9,0.0,1.7,61.3,7.1,0.0,0.0,0.0,0.0,3,5,5,1
148,21874,8131,30005,388,12365,10447,416,1502,144,1380,3429,15794,9509,8617,230,662,244,439,4702,14211,0,0,0,0,0,1,0,0,1,0,0,0,0,2016-05-28,21.7,0.0,2.1,56.1,2.9,0.0,0.0,0.0,0.0,1,5,4,1
149,23785,6756,30541,918,13327,11375,511,1441,453,316,4076,17403,10458,9579,265,614,465,149,2680,13138,0,0,0,0,1,0,0,0,1,0,0,0,0,2016-05-29,21.5,0.0,2.3,56.1,4.1,0.0,0.0,0.0,0.0,2,5,4,1
150,4065,2567,6632,228,1863,1686,29,148,122,172,1010,2873,2202,2160,12,30,106,217,1557,3759,0,0,0,1,0,0,0,0,1,0,0,0,0,2016-05-30,22.1,0.0,2.4,57.3,0.0,0.0,0.0,0.0,0.0,1,6,4,1
151,4643,4126,8769,188,2378,1704,424,250,90,1113,1724,4102,2265,2216,19,30,98,677,2402,4667,0,0,0,0,0,0,1,0,1,0,0,0,0,2016-05-31,21.6,0.0,2.5,63.6,2.9,0.0,0.0,0.0,0.0,1,5,5,1
152,3946,3813,7759,170,1834,1554,160,120,91,470,1718,3552,2112,2038,31,43,79,623,2095,4207,0,0,1,0,0,0,0,0,0,1,0,0,0,2016-06-01,23.3,0.0,2.1,45.8,2.4,0.0,0.0,0.0,0.0,1,6,3,1
153,7097,4195,11292,77,4984,2803,683,1498,52,3942,1931,6915,2113,2069,14,30,25,721,2264,4377,0,1,0,0,0,0,0,0,0,1,0,0,0,2016-06-02,23.2,0.0,2.4,38.3,0.6,0.0,0.0,0.0,0.0,1,6,2,1
154,9236,3641,12877,163,6711,1920,4668,123,96,4779,1480,8191,2525,2248,214,63,67,852,2161,4686,1,0,0,0,0,0,0,0,0,1,0,0,0,2016-06-03,22.2,0.0,2.2,48.1,4.0,0.0,0.0,0.0,0.0,2,6,3,1
155,26790,7012,33802,397,16311,13865,438,2008,248,389,3890,20201,10479,9443,289,747,149,0,3122,13601,0,0,0,0,0,1,0,0,0,1,0,0,0,2016-06-04,21.2,0.0,1.6,51.8,7.5,0.0,0.0,0.0,0.0,3,5,3,1
156,33504,8239,41743,729,20944,17760,663,2521,265,142,6022,26966,12560,11183,416,961,464,48,2217,14777,0,0,0,0,1,0,0,0,0,1,0,0,0,2016-06-05,24.7,0.0,1.7,47.3,3.5,0.0,0.0,0.0,0.0,2,6,3,1
157,31030,8241,39271,498,19715,16464,858,2393,291,392,4873,24588,11315,9894,565,856,207,0,3368,14683,0,0,0,1,0,0,0,0,0,1,0,0,0,2016-06-06,23.3,0.0,2.3,49.1,7.4,0.83,0.0,0.0,0.0,3,6,3,1
158,4116,3217,7333,178,2592,1655,366,571,63,1125,1853,4445,1524,1431,58,35,115,253,1364,2888,0,0,0,0,0,0,1,0,0,1,0,0,0,2016-06-07,21.7,0.1,1.7,69.5,6.8,2.32,0.1,0.1,0.1,3,5,5,1
159,2868,3303,6171,96,1322,1243,33,46,39,229,1589,2911,1546,1500,7,39,57,794,1714,3260,0,0,1,0,0,0,0,0,0,1,0,0,0,2016-06-08,22.1,0.0,2.3,65.9,5.1,0.0,0.0,0.0,0.0,2,6,5,1
160,2569,2945,5514,57,1317,1146,140,31,41,495,1548,2865,1252,1085,146,21,16,498,1397,2649,0,1,0,0,0,0,0,0,0,1,0,0,0,2016-06-09,24.1,0.0,2.0,59.5,1.4,0.0,0.0,0.0,0.0,1,6,4,1
161,4809,3201,8010,161,3403,1176,1625,602,91,2462,1488,4891,1406,1275,80,51,70,1014,1713,3119,1,0,0,0,0,0,0,0,0,1,0,0,0,2016-06-10,24.6,0.0,2.2,60.9,2.1,0.0,0.0,0.0,0.0,1,6,5,1
162,12106,3678,15784,285,7839,6774,184,881,139,876,2611,10450,4267,3895,104,268,146,120,1067,5334,0,0,0,0,0,1,0,0,0,1,0,0,0,2016-06-11,23.5,3.0,1.7,74.3,8.3,2.8,1.5,1.5,3.0,3,6,5,1
163,10813,3293,14106,339,7249,6373,154,722,153,110,2408,9657,3564,3295,89,180,186,47,885,4449,0,0,0,0,1,0,0,0,0,1,0,0,0,2016-06-12,23.5,1.5,2.1,79.4,8.3,1.87,1.0,1.5,1.5,3,6,5,1
164,1967,1917,3884,36,1557,1412,5,140,36,160,1065,2622,410,396,1,13,0,362,852,1262,0,0,0,1,0,0,0,0,0,1,0,0,0,2016-06-13,23.5,0.0,2.4,70.5,5.1,0.0,0.0,0.0,0.0,2,6,5,1
165,1512,2135,3647,88,1184,1031,8,145,58,240,1419,2603,328,324,0,4,30,226,716,1044,0,0,0,0,0,0,1,0,0,1,0,0,0,2016-06-14,23.8,0.0,2.1,62.5,6.0,1.18,0.0,0.0,0.0,3,6,5,1
166,268,578,846,42,172,160,3,9,36,43,510,682,96,96,0,0,6,33,68,164,0,0,1,0,0,0,0,0,0,1,0,0,0,2016-06-15,20.9,15.5,2.7,81.8,9.0,11.0,2.5,7.0,15.5,4,5,5,1
167,2560,2012,4572,66,1803,1668,18,117,36,689,1216,3019,757,749,3,5,30,882,796,1553,0,1,0,0,0,0,0,0,0,1,0,0,0,2016-06-16,20.9,0.0,2.8,73.5,6.9,0.27,0.0,0.0,0.0,3,5,5,1
168,2166,2313,4479,87,1873,1614,35,224,66,437,1467,3340,293,286,0,7,21,406,846,1139,1,0,0,0,0,0,0,0,0,1,0,0,0,2016-06-17,23.8,0.0,2.5,63.1,2.5,0.0,0.0,0.0,0.0,1,6,5,1
169,10133,3805,13938,191,9037,7919,146,972,151,322,3309,12346,1096,969,23,104,40,53,496,1592,0,0,0,0,0,1,0,0,0,1,0,0,0,2016-06-18,24.5,0.0,1.8,58.0,1.3,0.0,0.0,0.0,0.0,1,6,4,1
170,9586,3353,12939,311,8599,7578,155,866,267,32,2966,11565,987,894,10,83,44,0,387,1374,0,0,0,0,1,0,0,0,0,1,0,0,0,2016-06-19,24.1,0.0,1.9,64.5,4.4,1.0,0.0,0.0,0.0,2,6,5,1
171,2865,1526,4391,91,2631,2010,26,595,66,0,1108,3739,234,229,2,3,25,94,418,652,0,0,0,1,0,0,0,0,0,1,0,0,0,2016-06-20,24.7,0.0,1.7,66.0,6.8,0.0,0.0,0.0,0.0,3,6,5,1
172,1230,1537,2767,105,1042,995,16,31,98,104,1149,2191,188,186,0,2,7,201,388,576,0,0,0,0,0,0,1,0,0,1,0,0,0,2016-06-21,26.0,0.0,1.7,60.1,6.1,0.0,0.0,0.0,0.0,3,6,5,1
173,579,1031,1610,51,512,445,40,27,51,0,824,1336,67,63,3,1,0,104,207,274,0,0,1,0,0,0,0,0,0,1,0,0,0,2016-06-22,24.3,30.5,2.0,75.1,6.4,4.37,16.5,26.0,30.5,3,6,5,1
174,1792,1872,3664,48,1542,1346,21,175,31,189,1256,2798,250,226,1,23,17,283,616,866,0,1,0,0,0,0,0,0,0,1,0,0,0,2016-06-23,24.7,0.1,2.1,71.0,5.0,1.38,0.1,0.1,0.1,2,6,5,1
175,668,837,1505,45,606,567,6,33,45,31,689,1295,62,62,0,0,0,79,148,210,1,0,0,0,0,0,0,0,0,1,0,0,0,2016-06-24,23.1,3.5,2.0,75.8,7.3,11.5,0.5,1.0,3.5,3,6,5,1
176,10213,3586,13799,141,9141,8083,111,947,115,123,3042,12183,1072,977,16,79,26,0,544,1616,0,0,0,0,0,1,0,0,0,1,0,0,0,2016-06-25,22.8,0.0,2.8,63.1,4.5,0.0,0.0,0.0,0.0,2,6,5,1
177,9464,3788,13252,242,8504,7542,105,857,208,65,3354,11858,960,863,11,86,34,0,434,1394,0,0,0,0,1,0,0,0,0,1,0,0,0,2016-06-26,24.4,0.0,2.7,58.4,0.8,0.0,0.0,0.0,0.0,1,6,4,1
178,1713,1325,3038,72,1523,1424,35,64,58,35,1030,2553,190,179,7,4,14,55,295,485,0,0,0,1,0,0,0,0,0,1,0,0,0,2016-06-27,24.4,0.0,1.6,55.5,6.6,0.0,0.0,0.0,0.0,3,6,4,1
179,1420,1198,2618,146,1295,1163,51,81,142,135,1026,2321,125,120,0,5,4,33,172,297,0,0,0,0,0,0,1,0,0,1,0,0,0,2016-06-28,24.7,0.0,1.8,61.1,5.0,0.0,0.0,0.0,0.0,2,6,5,1
180,1318,1120,2438,48,1195,1106,17,72,34,0,940,2135,123,118,4,1,14,45,180,303,0,0,1,0,0,0,0,0,0,1,0,0,0,2016-06-29,25.3,0.0,2.2,58.0,6.9,0.0,0.0,0.0,0.0,3,6,4,1
181,1202,1155,2357,62,1102,1021,29,52,45,108,997,2099,100,99,0,1,17,77,158,258,0,1,0,0,0,0,0,0,0,1,0,0,0,2016-06-30,24.6,0.2,2.8,78.1,9.5,5.28,0.1,0.1,0.2,4,6,5,1
182,2000,712,2712,57,1965,1152,16,797,57,1675,680,2645,35,30,0,5,0,0,32,67,1,0,0,0,0,0,0,0,0,1,0,1,0,2016-07-01,24.0,108.5,2.3,86.5,9.9,13.03,20.5,31.5,108.5,4,6,5,1
183,6456,2670,9126,170,6050,5337,71,642,161,0,2412,8462,406,370,0,36,9,0,258,664,0,0,0,0,0,1,0,0,0,1,0,1,0,2016-07-02,23.5,4.0,2.4,81.4,8.0,6.17,0.5,2.0,4.0,3,6,5,1
184,8052,2791,10843,253,7310,6487,58,765,213,0,2475,9785,742,688,3,51,40,0,316,1058,0,0,0,0,1,0,0,0,0,1,0,1,0,2016-07-03,23.5,0.0,1.6,70.4,6.5,0.0,0.0,0.0,0.0,3,6,5,1
185,205,472,677,65,194,169,5,20,60,0,445,639,11,10,0,1,5,0,27,38,0,0,0,1,0,0,0,0,0,1,0,1,0,2016-07-04,21.8,29.5,3.0,85.1,9.1,13.67,6.5,13.0,29.5,4,5,5,2
186,73,182,255,4,67,21,45,1,4,35,179,246,6,6,0,0,0,0,3,9,0,0,0,0,0,0,1,0,0,1,0,1,0,2016-07-05,23.1,100.5,2.8,93.6,10.0,22.92,10.5,40.0,100.5,4,6,5,1
187,984,859,1843,31,914,742,88,84,22,0,785,1699,70,65,4,1,9,0,74,144,0,0,1,0,0,0,0,0,0,1,0,1,0,2016-07-06,22.9,0.0,1.9,74.0,6.8,1.25,0.0,0.0,0.0,3,6,5,1
188,1044,991,2035,106,987,797,63,127,98,103,935,1922,57,54,1,2,8,0,56,113,0,1,0,0,0,0,0,0,0,1,0,1,0,2016-07-07,24.0,0.0,1.3,71.6,7.5,0.92,0.0,0.0,0.0,3,6,5,1
189,1645,1453,3098,98,1557,1198,284,75,95,171,1312,2869,88,83,2,3,3,44,141,229,1,0,0,0,0,0,0,0,0,1,0,1,0,2016-07-08,27.3,0.0,1.8,66.5,0.1,0.0,0.0,0.0,0.0,1,7,5,1
190,3526,1933,5459,187,3314,2884,162,268,182,71,1752,5066,212,182,4,26,5,0,181,393,0,0,0,0,0,1,0,0,0,1,0,1,0,2016-07-09,27.7,0.0,2.0,64.8,3.1,0.0,0.0,0.0,0.0,2,7,5,1
191,3137,1551,4688,140,2949,2530,152,267,136,0,1394,4343,188,170,3,15,4,0,157,345,0,0,0,0,1,0,0,0,0,1,0,1,0,2016-07-10,27.9,0.0,1.8,64.4,7.3,0.0,0.0,0.0,0.0,3,7,5,1
192,721,866,1587,56,677,603,25,49,51,46,766,1443,44,40,0,4,5,0,100,144,0,0,0,1,0,0,0,0,0,1,0,1,0,2016-07-11,28.4,0.0,1.7,67.4,8.1,0.7,0.0,0.0,0.0,3,7,5,1
193,10735,953,11688,81,10708,466,10208,34,81,10162,896,11604,27,27,0,0,0,0,57,84,0,0,0,0,0,0,1,0,0,1,0,1,0,2016-07-12,26.3,3.0,2.1,65.5,7.3,5.25,1.0,2.0,3.0,3,6,5,1
194,3116,941,4057,53,3070,873,2131,66,47,2169,861,3931,46,41,3,2,6,0,80,126,0,0,1,0,0,0,0,0,0,1,0,1,0,2016-07-13,26.3,0.0,2.1,69.0,7.6,0.5,0.0,0.0,0.0,3,6,5,1
195,1098,999,2097,76,1048,749,241,58,76,245,942,1990,50,38,2,10,0,0,57,107,0,1,0,0,0,0,0,0,0,1,0,1,0,2016-07-14,27.5,0.1,2.1,66.9,5.8,1.3,0.1,0.1,0.1,2,7,5,1
196,2188,924,3112,70,2150,866,105,1179,66,30,844,2994,38,38,0,0,4,0,80,118,1,0,0,0,0,0,0,0,0,1,0,1,0,2016-07-15,26.2,1.5,2.6,60.0,9.3,4.17,0.5,1.4,1.5,4,6,5,1
197,411,591,1002,20,407,352,11,44,18,0,562,969,4,4,0,0,2,0,29,33,0,0,0,0,0,1,0,0,0,1,0,1,0,2016-07-16,20.8,46.5,3.5,92.8,10.0,22.25,2.5,9.0,46.5,4,5,5,2
198,7120,2398,9518,242,6726,5829,177,720,221,0,2145,8871,394,363,1,30,21,0,253,647,0,0,0,0,1,0,0,0,0,1,0,1,0,2016-07-17,21.7,2.5,2.6,82.9,10.0,6.25,1.0,2.5,2.5,4,5,5,1
199,1672,1181,2853,125,1561,1398,45,118,121,67,1088,2649,111,104,4,3,4,0,93,204,0,0,0,1,0,0,0,0,0,1,0,1,0,2016-07-18,24.4,0.2,1.5,75.1,5.9,1.17,0.1,0.2,0.2,2,6,5,1
200,1147,1120,2267,182,1098,902,110,86,177,119,1038,2136,49,44,2,3,5,0,82,131,0,0,0,0,0,0,1,0,0,1,0,1,0,2016-07-19,27.1,0.0,1.5,65.5,3.6,0.0,0.0,0.0,0.0,2,7,5,1
201,821,887,1708,108,780,637,55,88,108,0,809,1589,41,37,2,2,0,0,78,119,0,0,1,0,0,0,0,0,0,1,0,1,0,2016-07-20,28.6,0.0,1.9,62.5,5.4,0.0,0.0,0.0,0.0,2,7,5,1
202,925,914,1839,63,874,701,89,84,63,0,840,1714,51,44,1,6,0,0,74,125,0,1,0,0,0,0,0,0,0,1,0,1,0,2016-07-21,28.3,0.0,2.2,61.3,6.8,0.0,0.0,0.0,0.0,3,7,5,1
203,677,723,1400,78,664,536,76,52,78,0,677,1341,13,11,2,0,0,0,46,59,1,0,0,0,0,0,0,0,0,1,0,1,0,2016-07-22,29.1,0.0,2.2,64.0,6.5,0.0,0.0,0.0,0.0,3,7,5,1
204,2744,1507,4251,211,2627,2258,130,239,211,30,1423,4050,117,109,0,8,0,0,84,201,0,0,0,0,0,1,0,0,0,1,0,1,0,2016-07-23,28.7,0.5,1.9,70.4,8.8,2.82,0.4,0.4,0.5,3,7,5,1
205,3152,1476,4628,251,2998,2517,147,334,231,0,1355,4353,154,137,5,12,20,0,121,275,0,0,0,0,1,0,0,0,0,1,0,1,0,2016-07-24,28.0,0.5,2.0,77.9,9.6,1.78,0.5,0.5,0.5,4,7,5,1
206,1306,726,2032,83,1253,961,98,194,81,33,675,1928,53,50,1,2,2,0,51,104,0,0,0,1,0,0,0,0,0,1,0,1,0,2016-07-25,28.4,0.0,1.9,75.3,6.6,0.0,0.0,0.0,0.0,3,7,5,1
207,1023,837,1860,17,966,775,77,114,10,0,772,1738,57,46,5,6,7,0,65,122,0,0,0,0,0,0,1,0,0,1,0,1,0,2016-07-26,28.4,0.0,2.6,69.0,6.8,0.0,0.0,0.0,0.0,3,7,5,1
208,816,646,1462,51,785,597,58,130,51,0,590,1375,31,26,0,5,0,0,56,87,0,0,1,0,0,0,0,0,0,1,0,1,0,2016-07-27,27.6,0.5,3.2,76.4,9.4,2.17,0.4,0.5,0.5,4,7,5,2
209,1523,860,2383,135,1457,1139,102,216,124,0,789,2246,66,53,3,10,11,0,71,137,0,1,0,0,0,0,0,0,0,1,0,1,0,2016-07-28,28.0,0.2,2.8,70.6,6.3,1.22,0.2,0.2,0.2,3,7,5,1
210,4763,477,5240,74,4721,1132,3047,542,72,3689,450,5171,42,32,1,9,2,0,27,69,1,0,0,0,0,0,0,0,0,1,0,1,0,2016-07-29,26.3,59.5,1.6,82.3,9.6,8.63,14.5,51.5,59.5,4,6,5,1
211,4445,1647,6092,259,4304,3581,204,519,242,64,1520,5824,141,127,2,12,17,0,127,268,0,0,0,0,0,1,0,0,0,1,0,1,0,2016-07-30,28.6,0.5,2.1,73.5,5.9,3.75,0.5,0.5,0.5,2,7,5,1
212,3836,1319,5155,378,3731,3196,162,373,369,115,1211,4942,105,99,2,4,9,0,108,213,0,0,0,0,1,0,0,0,0,1,0,1,0,2016-07-31,28.9,0.2,1.6,72.1,5.4,1.25,0.1,0.1,0.2,2,7,5,1
213,3255,1195,4450,374,3154,2546,178,430,366,30,1153,4307,101,77,2,22,8,0,42,143,0,0,0,1,0,0,0,0,0,1,0,1,0,2016-08-01,28.4,0.0,1.6,72.0,6.3,0.0,0.0,0.0,0.0,3,7,5,1
214,3117,1242,4359,286,3004,2389,153,462,266,129,1150,4154,113,106,2,5,20,0,92,205,0,0,0,0,0,0,1,0,0,1,0,1,0,2016-08-02,27.2,2.0,1.2,72.5,7.6,1.5,1.0,2.0,2.0,3,7,5,1
215,1919,1099,3018,205,1847,1504,104,239,205,0,1022,2869,72,62,1,9,0,0,77,149,0,0,1,0,0,0,0,0,0,1,0,1,0,2016-08-03,29.1,0.0,1.6,65.4,4.1,0.0,0.0,0.0,0.0,2,7,5,1
